iter	RMSE
642	658.2996034
643	658.2986813
644	658.2905614
645	658.288657
646	658.2877432
647	658.2843735
648	658.2495799
649	658.1714785
650	658.1401561
651	658.1355384
652	658.0874982
653	658.0864861
654	658.0316551
655	658.0281307
656	658.0040337
657	658.0024588
658	657.959231
659	657.9462038
660	657.9373361
661	657.9038866
662	657.8765465
663	657.8595444
664	657.8537683
665	657.8381537
666	657.8164989
667	657.784395
668	657.7811168
669	657.7362687
670	657.7050105
671	657.678045
672	657.6580665
673	657.6359551
674	657.625421
675	657.6045252
676	657.6018628
677	657.5946352
678	657.5609519
679	657.5592043
680	657.5584107
681	657.5239918
682	657.5194479
683	657.5011163
684	657.4815933
685	657.4153388
686	657.3795488
687	657.3785521
688	657.3735523
689	657.3575642
690	657.3503162
691	657.3494164
692	657.3381786
693	657.3206178
694	657.3161281
695	657.3053921
696	657.3043295
697	657.2802267
698	657.2648125
699	657.26126
700	657.2593485
701	657.2453384
702	657.2380492
703	657.2358697
704	657.2193428
705	657.1895639
706	657.1852065
707	657.1785944
708	657.138153
709	657.1261175
710	657.1000274
711	657.0796583
712	657.0514435
713	657.049747
714	657.0456671
715	657.0312372
716	657.0309399
717	657.026534
718	657.0159157
719	657.0146545
720	656.9955918
721	656.9720852
722	656.9499899
723	656.9204511
724	656.8996506
725	656.8688815
726	656.8039633
727	656.8031743
728	656.7920495
729	656.7884708
730	656.7879174
731	656.7793613
732	656.7770308
733	656.7650105
734	656.7640612
735	656.7465062
736	656.7220125
737	656.7210609
738	656.7148802
739	656.7130494
740	656.7125177
741	656.7119208
742	656.7074335
743	656.7013703
744	656.6812101
745	656.6623086
746	656.6237409
747	656.6223174
748	656.6122359
749	656.6112381
750	656.5997666
751	656.5957985
752	656.5835749
753	656.4903339
754	656.4717243
755	656.4281912
756	656.4216234
757	656.4034414
758	656.397956
759	656.3583568
760	656.3477022
761	656.3110608
762	656.2912267
763	656.2817993
764	656.2584634
765	656.253435
766	656.2439166
767	656.2382787
768	656.2380315
769	656.1963663
770	656.1887633
771	656.1879514
772	656.184484
773	656.1842847
774	656.1491418
775	656.1383845
776	656.1281485
777	656.1276454
778	656.125502
779	656.1030323
780	656.0839009
781	656.0762345
782	656.0523436
783	656.0512517
784	656.041428
785	656.0330981
786	656.0154522
787	656.0145646
788	655.9554003
789	655.9280937
790	655.8956759
791	655.8931527
792	655.8841341
793	655.8774674
794	655.876789
795	655.875566
796	655.864598
797	655.83825
798	655.8183717
799	655.7495253
800	655.7234459
801	655.67701
802	655.6685957
803	655.6669912
804	655.6317226
805	655.6260484
806	655.6224062
807	655.6183095
808	655.5928647
809	655.5890234
810	655.5447273
811	655.5292611
812	655.5245343
813	655.5224835
814	655.4504135
815	655.4343027
816	655.4249325
817	655.4232858
818	655.4175734
819	655.3831036
820	655.3691847
821	655.3663151
822	655.3307689
823	655.3165727
824	655.3161973
825	655.2584405
826	655.2572701
827	655.2561699
828	655.2330022
829	655.229816
830	655.207369
831	655.2066566
832	655.1752575
833	655.1525893
834	655.1387648
835	655.1377583
836	655.1314227
837	655.1307372
838	655.1044553
839	655.102318
840	655.1019559
841	655.1015615
842	655.0727046
843	655.0645331
844	655.0460271
845	655.0387795
846	655.0214841
847	655.0202016
848	655.0100458
849	654.9918457
850	654.9459121
851	654.9445637
852	654.8978869
853	654.8811473
854	654.8749174
855	654.8710834
856	654.8547741
857	654.8290946
858	654.7905357
859	654.7753177
860	654.7677137
861	654.755087
862	654.7405602
863	654.6694338
864	654.6550508
865	654.6382297
866	654.6224538
867	654.6016641
868	654.599276
869	654.5909949
870	654.562114
871	654.5612995
872	654.5581948
873	654.5432135
874	654.5287236
875	654.5038292
876	654.4878013
877	654.4554319
878	654.4347735
879	654.4237496
880	654.4143173
881	654.4140276
882	654.3976684
883	654.3964604
884	654.396185
885	654.3471264
886	654.3459425
887	654.3365629
888	654.3109474
889	654.2577298
890	654.2481593
891	654.2477067
892	654.231702
893	654.1927588
894	654.1924958
895	654.1868266
896	654.1833542
897	654.1832046
898	654.1662925
899	654.137005
900	654.125962
901	654.1257412
902	654.1122342
903	654.111688
904	654.1114991
905	654.0974488
906	654.0949264
907	654.0949245
908	654.0936638
909	654.0892671
910	654.0630291
911	654.0557981
912	654.0524345
913	654.0464463
914	654.0437607
915	654.039646
916	654.0004806
917	653.9925981
918	653.9911106
919	653.9726678
920	653.9612742
921	653.9407031
922	653.9395587
923	653.9043079
924	653.9033909
925	653.867484
926	653.8566954
927	653.8547232
928	653.8391611
929	653.8375679
930	653.8316947
931	653.8197712
932	653.7904424
933	653.7875152
934	653.7496843
935	653.7480204
936	653.7349011
937	653.7129495
938	653.6992729
939	653.6938555
940	653.6830615
941	653.653855
942	653.6536802
943	653.6462793
944	653.6402566
945	653.625839
946	653.6120871
947	653.6117153
948	653.6102008
949	653.6088915
950	653.5879609
951	653.5745645
952	653.5719431
953	653.571334
954	653.5666743
955	653.5661379
956	653.5610622
957	653.541694
958	653.5305948
959	653.5212457
960	653.4747562
961	653.4568658
962	653.4469718
963	653.4428663
964	653.4307218
965	653.4241774
966	653.3823844
967	653.3568187
968	653.3554601
969	653.3512208
970	653.3322669
971	653.3073555
972	653.3004898
973	653.2815456
974	653.2564175
975	653.2521912
976	653.2513599
977	653.2505606
978	653.2383644
979	653.2229762
980	653.2162746
981	653.2161925
982	653.2103366
983	653.2093866
984	653.1950504
985	653.1815021
986	653.1808472
987	653.1722131
988	653.1677116
989	653.1456804
990	653.1362991
991	653.1324077
992	653.116023
993	653.0743257
994	653.0739008
995	653.0530458
996	653.0528509
997	653.0429545
998	653.0428858
999	653.0366678
