Year,Month,n-2,n-1,n,y
2015.0,5.0,11604.0,7304.0,7304.0,5074.0
2015.0,6.0,7304.0,7304.0,5074.0,1812.0
2015.0,7.0,7304.0,5074.0,1812.0,9144.0
2015.0,8.0,5074.0,1812.0,9144.0,9664.0
2015.0,9.0,1812.0,9144.0,9664.0,9802.0
2015.0,10.0,9144.0,9664.0,9802.0,9942.0
2015.0,11.0,9664.0,9802.0,9942.0,10566.0
2015.0,12.0,9802.0,9942.0,10566.0,9824.0
2016.0,1.0,9942.0,10566.0,9824.0,6012.0
2016.0,2.0,10566.0,9824.0,6012.0,5992.0
2016.0,3.0,9824.0,6012.0,5992.0,5754.0
2016.0,4.0,6012.0,5992.0,5754.0,5614.0
2016.0,5.0,5992.0,5754.0,5614.0,6176.0
2016.0,6.0,5754.0,5614.0,6176.0,5776.0
2016.0,7.0,5614.0,6176.0,5776.0,2786.0
2016.0,8.0,6176.0,5776.0,2786.0,3994.0
2016.0,9.0,5776.0,2786.0,3994.0,5700.0
2016.0,10.0,2786.0,3994.0,5700.0,7106.0
2016.0,11.0,3994.0,5700.0,7106.0,6252.0
2016.0,12.0,5700.0,7106.0,6252.0,6302.0
2017.0,1.0,7106.0,6252.0,6302.0,8990.0
2017.0,2.0,6252.0,6302.0,8990.0,7862.0
2017.0,3.0,6302.0,8990.0,7862.0,6306.0
2017.0,4.0,8990.0,7862.0,6306.0,6596.0
2017.0,5.0,7862.0,6306.0,6596.0,6694.0
2017.0,6.0,6306.0,6596.0,6694.0,9146.0
2017.0,7.0,6596.0,6694.0,9146.0,6428.0
2017.0,8.0,6694.0,9146.0,6428.0,9280.0
2017.0,9.0,9146.0,6428.0,9280.0,9748.0
2017.0,10.0,6428.0,9280.0,9748.0,8344.0
2017.0,11.0,9280.0,9748.0,8344.0,9522.0
2017.0,12.0,9748.0,8344.0,9522.0,7500.0
2018.0,1.0,8344.0,9522.0,7500.0,7300.0
2018.0,2.0,9522.0,7500.0,7300.0,5048.0
2018.0,3.0,7500.0,7300.0,5048.0,5700.0
2018.0,4.0,7300.0,5048.0,5700.0,7632.0
2018.0,5.0,5048.0,5700.0,7632.0,6854.0
2018.0,6.0,5700.0,7632.0,6854.0,8652.0
2018.0,7.0,7632.0,6854.0,8652.0,11602.0
2018.0,8.0,6854.0,8652.0,11602.0,12124.0
2018.0,9.0,8652.0,11602.0,12124.0,12374.0
2018.0,10.0,11602.0,12124.0,12374.0,2950.0
2018.0,11.0,12124.0,12374.0,2950.0,3380.0
2018.0,12.0,12374.0,2950.0,3380.0,2480.0
2019.0,1.0,2950.0,3380.0,2480.0,3472.0
2019.0,2.0,3380.0,2480.0,3472.0,3852.0
2019.0,3.0,2480.0,3472.0,3852.0,6082.0
2015.0,9.0,300.0,0.0,0.0,0.0
2015.0,10.0,0.0,0.0,0.0,0.0
2015.0,11.0,0.0,0.0,0.0,0.0
2015.0,12.0,0.0,0.0,0.0,0.0
2016.0,1.0,0.0,0.0,0.0,0.0
2016.0,2.0,0.0,0.0,0.0,0.0
2016.0,3.0,0.0,0.0,0.0,0.0
2016.0,4.0,0.0,0.0,0.0,0.0
2016.0,5.0,0.0,0.0,0.0,0.0
2016.0,6.0,0.0,0.0,0.0,0.0
2016.0,7.0,0.0,0.0,0.0,0.0
2016.0,8.0,0.0,0.0,0.0,0.0
2016.0,9.0,0.0,0.0,0.0,0.0
2016.0,10.0,0.0,0.0,0.0,0.0
2016.0,11.0,0.0,0.0,0.0,0.0
2016.0,12.0,0.0,0.0,0.0,0.0
2017.0,1.0,0.0,0.0,0.0,0.0
2017.0,2.0,0.0,0.0,0.0,0.0
2017.0,3.0,0.0,0.0,0.0,0.0
2017.0,4.0,0.0,0.0,0.0,0.0
2017.0,5.0,0.0,0.0,0.0,0.0
2017.0,6.0,0.0,0.0,0.0,0.0
2017.0,7.0,0.0,0.0,0.0,0.0
2017.0,8.0,0.0,0.0,0.0,0.0
2017.0,9.0,0.0,0.0,0.0,0.0
2017.0,10.0,0.0,0.0,0.0,2000.0
2017.0,11.0,0.0,0.0,2000.0,2000.0
2017.0,12.0,0.0,2000.0,2000.0,2000.0
2018.0,1.0,2000.0,2000.0,2000.0,2000.0
2018.0,2.0,2000.0,2000.0,2000.0,2000.0
2018.0,3.0,2000.0,2000.0,2000.0,2000.0
2018.0,4.0,2000.0,2000.0,2000.0,0.0
2018.0,5.0,2000.0,2000.0,0.0,0.0
2018.0,6.0,2000.0,0.0,0.0,0.0
2018.0,7.0,0.0,0.0,0.0,0.0
2018.0,8.0,0.0,0.0,0.0,1000.0
2018.0,9.0,0.0,0.0,1000.0,1000.0
2018.0,10.0,0.0,1000.0,1000.0,1500.0
2018.0,11.0,1000.0,1000.0,1500.0,1000.0
2018.0,12.0,1000.0,1500.0,1000.0,1000.0
2019.0,1.0,1500.0,1000.0,1000.0,1000.0
2019.0,2.0,1000.0,1000.0,1000.0,1000.0
2019.0,3.0,1000.0,1000.0,1000.0,1000.0
2015.0,4.0,1678.0,1488.0,1372.0,1280.0
2015.0,5.0,1488.0,1372.0,1280.0,1280.0
2015.0,6.0,1372.0,1280.0,1280.0,426.0
2015.0,7.0,1280.0,1280.0,426.0,420.0
2015.0,8.0,1280.0,426.0,420.0,554.0
2015.0,9.0,426.0,420.0,554.0,554.0
2015.0,10.0,420.0,554.0,554.0,556.0
2015.0,11.0,554.0,554.0,556.0,676.0
2015.0,12.0,554.0,556.0,676.0,356.0
2016.0,1.0,556.0,676.0,356.0,356.0
2016.0,2.0,676.0,356.0,356.0,122.0
2016.0,3.0,356.0,356.0,122.0,294.0
2016.0,4.0,356.0,122.0,294.0,354.0
2016.0,5.0,122.0,294.0,354.0,858.0
2016.0,6.0,294.0,354.0,858.0,858.0
2016.0,7.0,354.0,858.0,858.0,866.0
2016.0,8.0,858.0,858.0,866.0,1196.0
2016.0,9.0,858.0,866.0,1196.0,1212.0
2016.0,10.0,866.0,1196.0,1212.0,1284.0
2016.0,11.0,1196.0,1212.0,1284.0,1010.0
2016.0,12.0,1212.0,1284.0,1010.0,1370.0
2017.0,1.0,1284.0,1010.0,1370.0,1862.0
2017.0,2.0,1010.0,1370.0,1862.0,2182.0
2017.0,3.0,1370.0,1862.0,2182.0,2082.0
2017.0,4.0,1862.0,2182.0,2082.0,2152.0
2017.0,5.0,2182.0,2082.0,2152.0,2650.0
2017.0,6.0,2082.0,2152.0,2650.0,2438.0
2017.0,7.0,2152.0,2650.0,2438.0,1988.0
2017.0,8.0,2650.0,2438.0,1988.0,1740.0
2017.0,9.0,2438.0,1988.0,1740.0,1706.0
2017.0,10.0,1988.0,1740.0,1706.0,1746.0
2017.0,11.0,1740.0,1706.0,1746.0,1024.0
2017.0,12.0,1706.0,1746.0,1024.0,1272.0
2018.0,1.0,1746.0,1024.0,1272.0,1356.0
2018.0,2.0,1024.0,1272.0,1356.0,954.0
2018.0,3.0,1272.0,1356.0,954.0,1056.0
2018.0,4.0,1356.0,954.0,1056.0,812.0
2018.0,5.0,954.0,1056.0,812.0,686.0
2018.0,6.0,1056.0,812.0,686.0,450.0
2018.0,7.0,812.0,686.0,450.0,808.0
2018.0,8.0,686.0,450.0,808.0,1008.0
2018.0,9.0,450.0,808.0,1008.0,854.0
2018.0,10.0,808.0,1008.0,854.0,160.0
2018.0,11.0,1008.0,854.0,160.0,250.0
2018.0,12.0,854.0,160.0,250.0,250.0
2019.0,1.0,160.0,250.0,250.0,116.0
2019.0,2.0,250.0,250.0,116.0,116.0
2019.0,3.0,250.0,116.0,116.0,90.0
2015.0,7.0,0.0,0.0,0.0,0.0
2015.0,8.0,0.0,0.0,0.0,50.0
2015.0,9.0,0.0,0.0,50.0,50.0
2015.0,10.0,0.0,50.0,50.0,50.0
2015.0,11.0,50.0,50.0,50.0,50.0
2015.0,12.0,50.0,50.0,50.0,50.0
2016.0,1.0,50.0,50.0,50.0,50.0
2016.0,2.0,50.0,50.0,50.0,0.0
2016.0,3.0,50.0,50.0,0.0,0.0
2016.0,4.0,50.0,0.0,0.0,0.0
2016.0,5.0,0.0,0.0,0.0,0.0
2016.0,6.0,0.0,0.0,0.0,0.0
2016.0,7.0,0.0,0.0,0.0,0.0
2016.0,8.0,0.0,0.0,0.0,0.0
2016.0,9.0,0.0,0.0,0.0,0.0
2016.0,10.0,0.0,0.0,0.0,0.0
2016.0,11.0,0.0,0.0,0.0,0.0
2016.0,12.0,0.0,0.0,0.0,0.0
2017.0,1.0,0.0,0.0,0.0,0.0
2017.0,2.0,0.0,0.0,0.0,0.0
2017.0,3.0,0.0,0.0,0.0,0.0
2017.0,4.0,0.0,0.0,0.0,50.0
2017.0,5.0,0.0,0.0,50.0,50.0
2017.0,6.0,0.0,50.0,50.0,50.0
2017.0,7.0,50.0,50.0,50.0,50.0
2017.0,8.0,50.0,50.0,50.0,50.0
2017.0,9.0,50.0,50.0,50.0,50.0
2017.0,10.0,50.0,50.0,50.0,0.0
2017.0,11.0,50.0,50.0,0.0,0.0
2017.0,12.0,50.0,0.0,0.0,0.0
2018.0,1.0,0.0,0.0,0.0,0.0
2018.0,2.0,0.0,0.0,0.0,0.0
2018.0,3.0,0.0,0.0,0.0,10.0
2018.0,4.0,0.0,0.0,10.0,16.0
2018.0,5.0,0.0,10.0,16.0,16.0
2018.0,6.0,10.0,16.0,16.0,28.0
2018.0,7.0,16.0,16.0,28.0,28.0
2018.0,8.0,16.0,28.0,28.0,28.0
2018.0,9.0,28.0,28.0,28.0,18.0
2018.0,10.0,28.0,28.0,18.0,1000.0
2018.0,11.0,28.0,18.0,1000.0,0.0
2018.0,12.0,18.0,1000.0,0.0,0.0
2019.0,1.0,1000.0,0.0,0.0,0.0
2019.0,2.0,0.0,0.0,0.0,0.0
2019.0,3.0,0.0,0.0,0.0,0.0
2017.0,2.0,200.0,200.0,0.0,0.0
2017.0,3.0,200.0,0.0,0.0,0.0
2017.0,4.0,0.0,0.0,0.0,0.0
2017.0,5.0,0.0,0.0,0.0,0.0
2017.0,6.0,0.0,0.0,0.0,0.0
2017.0,7.0,0.0,0.0,0.0,0.0
2017.0,8.0,0.0,0.0,0.0,0.0
2017.0,9.0,0.0,0.0,0.0,0.0
2017.0,10.0,0.0,0.0,0.0,0.0
2017.0,11.0,0.0,0.0,0.0,0.0
2017.0,12.0,0.0,0.0,0.0,0.0
2018.0,1.0,0.0,0.0,0.0,0.0
2018.0,2.0,0.0,0.0,0.0,0.0
2018.0,3.0,0.0,0.0,0.0,0.0
2018.0,4.0,0.0,0.0,0.0,0.0
2018.0,5.0,0.0,0.0,0.0,0.0
2018.0,6.0,0.0,0.0,0.0,0.0
2018.0,7.0,0.0,0.0,0.0,0.0
2018.0,8.0,0.0,0.0,0.0,0.0
2018.0,9.0,0.0,0.0,0.0,0.0
2018.0,10.0,0.0,0.0,0.0,26.0
2018.0,11.0,0.0,0.0,26.0,26.0
2018.0,12.0,0.0,26.0,26.0,76.0
2015.0,12.0,138.0,138.0,0.0,0.0
2016.0,1.0,138.0,0.0,0.0,0.0
2016.0,2.0,0.0,0.0,0.0,0.0
2016.0,3.0,0.0,0.0,0.0,0.0
2016.0,4.0,0.0,0.0,0.0,0.0
2016.0,5.0,0.0,0.0,0.0,0.0
2016.0,6.0,0.0,0.0,0.0,0.0
2016.0,7.0,0.0,0.0,0.0,0.0
2016.0,8.0,0.0,0.0,0.0,200.0
2016.0,9.0,0.0,0.0,200.0,200.0
2016.0,10.0,0.0,200.0,200.0,200.0
2016.0,11.0,200.0,200.0,200.0,200.0
2016.0,12.0,200.0,200.0,200.0,200.0
2017.0,1.0,200.0,200.0,200.0,200.0
2017.0,2.0,200.0,200.0,200.0,0.0
2017.0,3.0,200.0,200.0,0.0,0.0
2017.0,4.0,200.0,0.0,0.0,0.0
2017.0,5.0,0.0,0.0,0.0,0.0
2017.0,6.0,0.0,0.0,0.0,0.0
2017.0,7.0,0.0,0.0,0.0,0.0
2017.0,8.0,0.0,0.0,0.0,0.0
2017.0,9.0,0.0,0.0,0.0,0.0
2017.0,10.0,0.0,0.0,0.0,0.0
2017.0,11.0,0.0,0.0,0.0,0.0
2017.0,12.0,0.0,0.0,0.0,0.0
2018.0,1.0,0.0,0.0,0.0,0.0
2018.0,2.0,0.0,0.0,0.0,0.0
2018.0,3.0,0.0,0.0,0.0,200.0
2018.0,4.0,0.0,0.0,200.0,200.0
2018.0,5.0,0.0,200.0,200.0,200.0
2018.0,6.0,200.0,200.0,200.0,200.0
2018.0,7.0,200.0,200.0,200.0,200.0
2018.0,8.0,200.0,200.0,200.0,200.0
2018.0,9.0,200.0,200.0,200.0,0.0
2018.0,10.0,200.0,200.0,0.0,60.0
2018.0,11.0,200.0,0.0,60.0,60.0
2018.0,12.0,0.0,60.0,60.0,60.0
2019.0,1.0,60.0,60.0,60.0,160.0
2019.0,2.0,60.0,60.0,160.0,100.0
2019.0,3.0,60.0,160.0,100.0,100.0
2015.0,5.0,8226.0,2584.0,5430.0,5430.0
2015.0,6.0,2584.0,5430.0,5430.0,5430.0
2015.0,7.0,5430.0,5430.0,5430.0,6422.0
2015.0,8.0,5430.0,5430.0,6422.0,6272.0
2015.0,9.0,5430.0,6422.0,6272.0,11190.0
2015.0,10.0,6422.0,6272.0,11190.0,7566.0
2015.0,11.0,6272.0,11190.0,7566.0,7572.0
2015.0,12.0,11190.0,7566.0,7572.0,7572.0
2016.0,1.0,7566.0,7572.0,7572.0,12566.0
2016.0,2.0,7572.0,7572.0,12566.0,12516.0
2016.0,3.0,7572.0,12566.0,12516.0,14780.0
2016.0,4.0,12566.0,12516.0,14780.0,13558.0
2016.0,5.0,12516.0,14780.0,13558.0,14758.0
2016.0,6.0,14780.0,13558.0,14758.0,14758.0
2016.0,7.0,13558.0,14758.0,14758.0,8748.0
2016.0,8.0,14758.0,14758.0,8748.0,8848.0
2016.0,9.0,14758.0,8748.0,8848.0,8016.0
2016.0,10.0,8748.0,8848.0,8016.0,8018.0
2016.0,11.0,8848.0,8016.0,8018.0,7512.0
2016.0,12.0,8016.0,8018.0,7512.0,7514.0
2017.0,1.0,8018.0,7512.0,7514.0,8414.0
2017.0,2.0,7512.0,7514.0,8414.0,12520.0
2017.0,3.0,7514.0,8414.0,12520.0,7516.0
2017.0,4.0,8414.0,12520.0,7516.0,13524.0
2017.0,5.0,12520.0,7516.0,13524.0,15834.0
2017.0,6.0,7516.0,13524.0,15834.0,17062.0
2017.0,7.0,13524.0,15834.0,17062.0,16232.0
2017.0,8.0,15834.0,17062.0,16232.0,12026.0
2017.0,9.0,17062.0,16232.0,12026.0,12130.0
2017.0,10.0,16232.0,12026.0,12130.0,6120.0
2017.0,11.0,12026.0,12130.0,6120.0,3110.0
2017.0,12.0,12130.0,6120.0,3110.0,1880.0
2018.0,1.0,6120.0,3110.0,1880.0,6212.0
2018.0,2.0,3110.0,1880.0,6212.0,6614.0
2018.0,3.0,1880.0,6212.0,6614.0,5208.0
2018.0,4.0,6212.0,6614.0,5208.0,6010.0
2018.0,5.0,6614.0,5208.0,6010.0,10816.0
2018.0,6.0,5208.0,6010.0,10816.0,15220.0
2018.0,7.0,6010.0,10816.0,15220.0,10818.0
2018.0,8.0,10816.0,15220.0,10818.0,12214.0
2018.0,9.0,15220.0,10818.0,12214.0,17810.0
2018.0,10.0,10818.0,12214.0,17810.0,0.0
2018.0,11.0,12214.0,17810.0,0.0,0.0
2018.0,12.0,17810.0,0.0,0.0,0.0
2019.0,1.0,0.0,0.0,0.0,0.0
2019.0,2.0,0.0,0.0,0.0,0.0
2019.0,3.0,0.0,0.0,0.0,0.0
2016.0,5.0,0.0,0.0,0.0,0.0
2016.0,6.0,0.0,0.0,0.0,0.0
2016.0,7.0,0.0,0.0,0.0,0.0
2016.0,8.0,0.0,0.0,0.0,0.0
2016.0,9.0,0.0,0.0,0.0,0.0
2016.0,10.0,0.0,0.0,0.0,0.0
2016.0,11.0,0.0,0.0,0.0,0.0
2016.0,12.0,0.0,0.0,0.0,0.0
2017.0,1.0,0.0,0.0,0.0,0.0
2017.0,2.0,0.0,0.0,0.0,0.0
2017.0,3.0,0.0,0.0,0.0,0.0
2017.0,4.0,0.0,0.0,0.0,0.0
2017.0,5.0,0.0,0.0,0.0,0.0
2017.0,6.0,0.0,0.0,0.0,0.0
2017.0,7.0,0.0,0.0,0.0,0.0
2017.0,8.0,0.0,0.0,0.0,0.0
2017.0,9.0,0.0,0.0,0.0,0.0
2017.0,10.0,0.0,0.0,0.0,0.0
2017.0,11.0,0.0,0.0,0.0,0.0
2017.0,12.0,0.0,0.0,0.0,0.0
2018.0,1.0,0.0,0.0,0.0,0.0
2018.0,2.0,0.0,0.0,0.0,0.0
2018.0,3.0,0.0,0.0,0.0,0.0
2018.0,4.0,0.0,0.0,0.0,0.0
2018.0,5.0,0.0,0.0,0.0,0.0
2018.0,6.0,0.0,0.0,0.0,0.0
2018.0,7.0,0.0,0.0,0.0,0.0
2018.0,8.0,0.0,0.0,0.0,0.0
2018.0,9.0,0.0,0.0,0.0,0.0
2018.0,10.0,0.0,0.0,0.0,0.0
2018.0,11.0,0.0,0.0,0.0,0.0
2018.0,12.0,0.0,0.0,0.0,0.0
2019.0,1.0,0.0,0.0,0.0,0.0
2019.0,2.0,0.0,0.0,0.0,0.0
2019.0,3.0,0.0,0.0,0.0,0.0
2015.0,12.0,0.0,0.0,0.0,0.0
2016.0,1.0,0.0,0.0,0.0,0.0
2016.0,2.0,0.0,0.0,0.0,0.0
2016.0,3.0,0.0,0.0,0.0,0.0
2016.0,4.0,0.0,0.0,0.0,0.0
2016.0,5.0,0.0,0.0,0.0,0.0
2016.0,6.0,0.0,0.0,0.0,0.0
2016.0,7.0,0.0,0.0,0.0,0.0
2016.0,8.0,0.0,0.0,0.0,0.0
2016.0,9.0,0.0,0.0,0.0,0.0
2016.0,10.0,0.0,0.0,0.0,0.0
2016.0,11.0,0.0,0.0,0.0,0.0
2016.0,12.0,0.0,0.0,0.0,0.0
2017.0,1.0,0.0,0.0,0.0,0.0
2017.0,2.0,0.0,0.0,0.0,0.0
2017.0,3.0,0.0,0.0,0.0,0.0
2017.0,4.0,0.0,0.0,0.0,0.0
2017.0,5.0,0.0,0.0,0.0,0.0
2017.0,6.0,0.0,0.0,0.0,700.0
2017.0,7.0,0.0,0.0,700.0,700.0
2017.0,8.0,0.0,700.0,700.0,700.0
2017.0,9.0,700.0,700.0,700.0,1500.0
2017.0,10.0,700.0,700.0,1500.0,1500.0
2017.0,11.0,700.0,1500.0,1500.0,1500.0
2017.0,12.0,1500.0,1500.0,1500.0,800.0
2018.0,1.0,1500.0,1500.0,800.0,800.0
2018.0,2.0,1500.0,800.0,800.0,2302.0
2018.0,3.0,800.0,800.0,2302.0,1502.0
2018.0,4.0,800.0,2302.0,1502.0,1502.0
2018.0,5.0,2302.0,1502.0,1502.0,1502.0
2018.0,6.0,1502.0,1502.0,1502.0,1502.0
2018.0,7.0,1502.0,1502.0,1502.0,2702.0
2018.0,8.0,1502.0,1502.0,2702.0,1200.0
2018.0,9.0,1502.0,2702.0,1200.0,1200.0
2018.0,10.0,2702.0,1200.0,1200.0,362.0
2018.0,11.0,1200.0,1200.0,362.0,286.0
2018.0,12.0,1200.0,362.0,286.0,234.0
2019.0,1.0,362.0,286.0,234.0,284.0
2019.0,2.0,286.0,234.0,284.0,234.0
2019.0,3.0,234.0,284.0,234.0,234.0
2015.0,11.0,106.0,106.0,106.0,100.0
2015.0,12.0,106.0,106.0,100.0,700.0
2016.0,1.0,106.0,100.0,700.0,700.0
2016.0,2.0,100.0,700.0,700.0,700.0
2016.0,3.0,700.0,700.0,700.0,1200.0
2016.0,4.0,700.0,700.0,1200.0,1200.0
2016.0,5.0,700.0,1200.0,1200.0,1100.0
2016.0,6.0,1200.0,1200.0,1100.0,500.0
2016.0,7.0,1200.0,1100.0,500.0,500.0
2016.0,8.0,1100.0,500.0,500.0,500.0
2016.0,9.0,500.0,500.0,500.0,0.0
2016.0,10.0,500.0,500.0,0.0,0.0
2016.0,11.0,500.0,0.0,0.0,0.0
2016.0,12.0,0.0,0.0,0.0,0.0
2017.0,1.0,0.0,0.0,0.0,0.0
2017.0,2.0,0.0,0.0,0.0,500.0
2017.0,3.0,0.0,0.0,500.0,1000.0
2017.0,4.0,0.0,500.0,1000.0,1000.0
2017.0,5.0,500.0,1000.0,1000.0,1000.0
2017.0,6.0,1000.0,1000.0,1000.0,1000.0
2017.0,7.0,1000.0,1000.0,1000.0,1000.0
2017.0,8.0,1000.0,1000.0,1000.0,500.0
2017.0,9.0,1000.0,1000.0,500.0,0.0
2017.0,10.0,1000.0,500.0,0.0,0.0
2017.0,11.0,500.0,0.0,0.0,0.0
2017.0,12.0,0.0,0.0,0.0,0.0
2018.0,1.0,0.0,0.0,0.0,0.0
2018.0,2.0,0.0,0.0,0.0,0.0
2018.0,3.0,0.0,0.0,0.0,0.0
2018.0,4.0,0.0,0.0,0.0,0.0
2018.0,5.0,0.0,0.0,0.0,0.0
2018.0,6.0,0.0,0.0,0.0,0.0
2018.0,7.0,0.0,0.0,0.0,0.0
2018.0,8.0,0.0,0.0,0.0,0.0
2018.0,9.0,0.0,0.0,0.0,0.0
2018.0,10.0,0.0,0.0,0.0,1800.0
2018.0,11.0,0.0,0.0,1800.0,2200.0
2018.0,12.0,0.0,1800.0,2200.0,3200.0
2019.0,1.0,1800.0,2200.0,3200.0,2800.0
2019.0,2.0,2200.0,3200.0,2800.0,2800.0
2019.0,3.0,3200.0,2800.0,2800.0,1400.0
2016.0,1.0,2516.0,2516.0,2516.0,2516.0
2016.0,2.0,2516.0,2516.0,2516.0,2516.0
2016.0,3.0,2516.0,2516.0,2516.0,2516.0
2016.0,4.0,2516.0,2516.0,2516.0,0.0
2016.0,5.0,2516.0,2516.0,0.0,0.0
2016.0,6.0,2516.0,0.0,0.0,0.0
2016.0,7.0,0.0,0.0,0.0,0.0
2016.0,8.0,0.0,0.0,0.0,0.0
2016.0,9.0,0.0,0.0,0.0,0.0
2016.0,10.0,0.0,0.0,0.0,0.0
2016.0,11.0,0.0,0.0,0.0,0.0
2016.0,12.0,0.0,0.0,0.0,0.0
2017.0,1.0,0.0,0.0,0.0,0.0
2017.0,2.0,0.0,0.0,0.0,0.0
2017.0,3.0,0.0,0.0,0.0,0.0
2017.0,4.0,0.0,0.0,0.0,0.0
2017.0,5.0,0.0,0.0,0.0,0.0
2017.0,6.0,0.0,0.0,0.0,1000.0
2017.0,7.0,0.0,0.0,1000.0,1000.0
2017.0,8.0,0.0,1000.0,1000.0,1000.0
2017.0,9.0,1000.0,1000.0,1000.0,1000.0
2017.0,10.0,1000.0,1000.0,1000.0,1000.0
2017.0,11.0,1000.0,1000.0,1000.0,1000.0
2017.0,12.0,1000.0,1000.0,1000.0,0.0
2018.0,1.0,1000.0,1000.0,0.0,0.0
2018.0,2.0,1000.0,0.0,0.0,0.0
2018.0,3.0,0.0,0.0,0.0,0.0
2018.0,4.0,0.0,0.0,0.0,0.0
2018.0,5.0,0.0,0.0,0.0,0.0
2018.0,6.0,0.0,0.0,0.0,0.0
2018.0,7.0,0.0,0.0,0.0,0.0
2018.0,8.0,0.0,0.0,0.0,0.0
2018.0,9.0,0.0,0.0,0.0,0.0
2018.0,10.0,0.0,0.0,0.0,168.0
2018.0,11.0,0.0,0.0,168.0,168.0
2018.0,12.0,0.0,168.0,168.0,100.0
2019.0,1.0,168.0,168.0,100.0,100.0
2019.0,2.0,168.0,100.0,100.0,100.0
2019.0,3.0,100.0,100.0,100.0,100.0
2015.0,11.0,0.0,0.0,0.0,0.0
2015.0,12.0,0.0,0.0,0.0,0.0
2016.0,1.0,0.0,0.0,0.0,0.0
2016.0,2.0,0.0,0.0,0.0,0.0
2016.0,3.0,0.0,0.0,0.0,0.0
2016.0,4.0,0.0,0.0,0.0,0.0
2016.0,5.0,0.0,0.0,0.0,0.0
2016.0,6.0,0.0,0.0,0.0,0.0
2016.0,7.0,0.0,0.0,0.0,0.0
2016.0,8.0,0.0,0.0,0.0,706.0
2016.0,9.0,0.0,0.0,706.0,792.0
2016.0,10.0,0.0,706.0,792.0,792.0
2016.0,11.0,706.0,792.0,792.0,792.0
2016.0,12.0,792.0,792.0,792.0,792.0
2017.0,1.0,792.0,792.0,792.0,792.0
2017.0,2.0,792.0,792.0,792.0,86.0
2017.0,3.0,792.0,792.0,86.0,0.0
2017.0,4.0,792.0,86.0,0.0,0.0
2017.0,5.0,86.0,0.0,0.0,0.0
2017.0,6.0,0.0,0.0,0.0,0.0
2017.0,7.0,0.0,0.0,0.0,300.0
2017.0,8.0,0.0,0.0,300.0,300.0
2017.0,9.0,0.0,300.0,300.0,300.0
2017.0,10.0,300.0,300.0,300.0,300.0
2017.0,11.0,300.0,300.0,300.0,300.0
2017.0,12.0,300.0,300.0,300.0,300.0
2018.0,1.0,300.0,300.0,300.0,300.0
2018.0,2.0,300.0,300.0,300.0,300.0
2018.0,3.0,300.0,300.0,300.0,300.0
2018.0,4.0,300.0,300.0,300.0,300.0
2018.0,5.0,300.0,300.0,300.0,300.0
2018.0,6.0,300.0,300.0,300.0,300.0
2018.0,7.0,300.0,300.0,300.0,0.0
2018.0,8.0,300.0,300.0,0.0,0.0
2018.0,9.0,300.0,0.0,0.0,0.0
2018.0,10.0,0.0,0.0,0.0,800.0
2018.0,11.0,0.0,0.0,800.0,300.0
2018.0,12.0,0.0,800.0,300.0,500.0
2019.0,1.0,800.0,300.0,500.0,200.0
2019.0,2.0,300.0,500.0,200.0,200.0
2019.0,3.0,500.0,200.0,200.0,200.0
2015.0,4.0,1200.0,1200.0,1302.0,1302.0
2015.0,5.0,1200.0,1302.0,1302.0,1202.0
2015.0,6.0,1302.0,1302.0,1202.0,602.0
2015.0,7.0,1302.0,1202.0,602.0,102.0
2015.0,8.0,1202.0,602.0,102.0,902.0
2015.0,9.0,602.0,102.0,902.0,800.0
2015.0,10.0,102.0,902.0,800.0,800.0
2015.0,11.0,902.0,800.0,800.0,800.0
2015.0,12.0,800.0,800.0,800.0,800.0
2016.0,1.0,800.0,800.0,800.0,1000.0
2016.0,2.0,800.0,800.0,1000.0,400.0
2016.0,3.0,800.0,1000.0,400.0,602.0
2016.0,4.0,1000.0,400.0,602.0,662.0
2016.0,5.0,400.0,602.0,662.0,662.0
2016.0,6.0,602.0,662.0,662.0,1150.0
2016.0,7.0,662.0,662.0,1150.0,950.0
2016.0,8.0,662.0,1150.0,950.0,750.0
2016.0,9.0,1150.0,950.0,750.0,548.0
2016.0,10.0,950.0,750.0,548.0,488.0
2016.0,11.0,750.0,548.0,488.0,488.0
2016.0,12.0,548.0,488.0,488.0,0.0
2017.0,1.0,488.0,488.0,0.0,0.0
2017.0,2.0,488.0,0.0,0.0,700.0
2017.0,3.0,0.0,0.0,700.0,700.0
2017.0,4.0,0.0,700.0,700.0,700.0
2017.0,5.0,700.0,700.0,700.0,700.0
2017.0,6.0,700.0,700.0,700.0,900.0
2017.0,7.0,700.0,700.0,900.0,900.0
2017.0,8.0,700.0,900.0,900.0,200.0
2017.0,9.0,900.0,900.0,200.0,956.0
2017.0,10.0,900.0,200.0,956.0,1456.0
2017.0,11.0,200.0,956.0,1456.0,1806.0
2017.0,12.0,956.0,1456.0,1806.0,1606.0
2018.0,1.0,1456.0,1806.0,1606.0,1606.0
2018.0,2.0,1806.0,1606.0,1606.0,1606.0
2018.0,3.0,1606.0,1606.0,1606.0,2748.0
2018.0,4.0,1606.0,1606.0,2748.0,2248.0
2018.0,5.0,1606.0,2748.0,2248.0,1898.0
2018.0,6.0,2748.0,2248.0,1898.0,1998.0
2018.0,7.0,2248.0,1898.0,1998.0,2198.0
2018.0,8.0,1898.0,1998.0,2198.0,2198.0
2018.0,9.0,1998.0,2198.0,2198.0,580.0
