Year,Month,n-2,n-1,n,y 
2017.0,8.0,48.0,16.0,264.0,264.0
2017.0,9.0,16.0,264.0,264.0,248.0
2017.0,10.0,264.0,264.0,248.0,280.0
2017.0,11.0,264.0,248.0,280.0,280.0
2017.0,12.0,248.0,280.0,280.0,378.0
2018.0,1.0,280.0,280.0,378.0,130.0
2018.0,2.0,280.0,378.0,130.0,130.0
2018.0,3.0,378.0,130.0,130.0,250.0
2018.0,4.0,130.0,130.0,250.0,218.0
2018.0,5.0,130.0,250.0,218.0,218.0
2018.0,6.0,250.0,218.0,218.0,120.0
2018.0,7.0,218.0,218.0,120.0,314.0
2018.0,8.0,218.0,120.0,314.0,494.0
2018.0,9.0,120.0,314.0,494.0,374.0
2015.0,9.0,50.0,50.0,50.0,50.0
2015.0,10.0,50.0,50.0,50.0,50.0
2015.0,11.0,50.0,50.0,50.0,50.0
2018.0,11.0,100.0,100.0,500.0,500.0
2018.0,12.0,100.0,500.0,500.0,500.0
2019.0,1.0,500.0,500.0,500.0,500.0
2019.0,2.0,500.0,500.0,500.0,500.0
2019.0,3.0,500.0,500.0,500.0,500.0
2015.0,9.0,600.0,600.0,600.0,600.0
2015.0,10.0,600.0,600.0,600.0,600.0
2015.0,11.0,600.0,600.0,600.0,600.0
2016.0,5.0,400.0,400.0,850.0,850.0
2016.0,6.0,400.0,850.0,850.0,850.0
2016.0,7.0,850.0,850.0,850.0,850.0
2016.0,8.0,850.0,850.0,850.0,450.0
2016.0,9.0,850.0,850.0,450.0,450.0
2018.0,11.0,400.0,400.0,800.0,300.0
2018.0,12.0,400.0,800.0,300.0,500.0
2019.0,1.0,800.0,300.0,500.0,200.0
2019.0,2.0,300.0,500.0,200.0,200.0
2019.0,3.0,500.0,200.0,200.0,200.0
2015.0,8.0,70.0,70.0,70.0,320.0
2015.0,9.0,70.0,70.0,320.0,320.0
2015.0,10.0,70.0,320.0,320.0,320.0
2015.0,11.0,320.0,320.0,320.0,250.0
2015.0,12.0,320.0,320.0,250.0,250.0
2016.0,1.0,320.0,250.0,250.0,250.0
2017.0,6.0,200.0,200.0,214.0,214.0
2017.0,7.0,200.0,214.0,214.0,214.0
2017.0,8.0,214.0,214.0,214.0,214.0
2017.0,9.0,214.0,214.0,214.0,14.0
2017.0,10.0,214.0,214.0,14.0,14.0
2017.0,11.0,214.0,14.0,14.0,8.0
2017.0,12.0,14.0,14.0,8.0,8.0
2018.0,1.0,14.0,8.0,8.0,8.0
2018.0,2.0,8.0,8.0,8.0,8.0
2018.0,3.0,8.0,8.0,8.0,8.0
2018.0,4.0,8.0,8.0,8.0,8.0
2015.0,5.0,556.0,506.0,580.0,548.0
2015.0,6.0,506.0,580.0,548.0,468.0
2015.0,7.0,580.0,548.0,468.0,598.0
2015.0,8.0,548.0,468.0,598.0,354.0
2015.0,9.0,468.0,598.0,354.0,674.0
2015.0,10.0,598.0,354.0,674.0,600.0
2015.0,11.0,354.0,674.0,600.0,650.0
2015.0,12.0,674.0,600.0,650.0,580.0
2016.0,1.0,600.0,650.0,580.0,450.0
2016.0,2.0,650.0,580.0,450.0,370.0
2016.0,3.0,580.0,450.0,370.0,50.0
2016.0,4.0,450.0,370.0,50.0,50.0
2017.0,5.0,32.0,48.0,48.0,48.0
2017.0,6.0,48.0,48.0,48.0,16.0
2017.0,7.0,48.0,48.0,16.0,64.0
2017.0,8.0,48.0,16.0,64.0,64.0
2017.0,9.0,16.0,64.0,64.0,48.0
2017.0,10.0,64.0,64.0,48.0,80.0
2017.0,11.0,64.0,48.0,80.0,80.0
2017.0,12.0,48.0,80.0,80.0,80.0
2018.0,1.0,80.0,80.0,80.0,32.0
2018.0,2.0,80.0,80.0,32.0,32.0
2018.0,3.0,80.0,32.0,32.0,32.0
2015.0,11.0,606.0,806.0,806.0,500.0
2015.0,12.0,806.0,806.0,500.0,500.0
2016.0,1.0,806.0,500.0,500.0,600.0
2016.0,2.0,500.0,500.0,600.0,700.0
2016.0,3.0,500.0,600.0,700.0,600.0
2016.0,4.0,600.0,700.0,600.0,700.0
2016.0,5.0,700.0,600.0,700.0,620.0
2016.0,6.0,600.0,700.0,620.0,620.0
2016.0,7.0,700.0,620.0,620.0,420.0
2016.0,8.0,620.0,620.0,420.0,320.0
2016.0,9.0,620.0,420.0,320.0,220.0
2016.0,10.0,420.0,320.0,220.0,140.0
2016.0,11.0,320.0,220.0,140.0,600.0
2016.0,12.0,220.0,140.0,600.0,600.0
2017.0,1.0,140.0,600.0,600.0,720.0
2019.0,3.0,600.0,600.0,600.0,600.0
2015.0,7.0,100.0,100.0,150.0,150.0
2015.0,8.0,100.0,150.0,150.0,150.0
2015.0,9.0,150.0,150.0,150.0,100.0
2015.0,10.0,150.0,150.0,100.0,50.0
2015.0,11.0,150.0,100.0,50.0,50.0
2016.0,8.0,50.0,50.0,50.0,50.0
2016.0,9.0,50.0,50.0,50.0,50.0
2016.0,10.0,50.0,50.0,50.0,50.0
2017.0,8.0,50.0,50.0,50.0,50.0
2017.0,9.0,50.0,50.0,50.0,50.0
2017.0,10.0,50.0,50.0,50.0,50.0
2015.0,4.0,456.0,506.0,506.0,506.0
2015.0,5.0,506.0,506.0,506.0,506.0
2015.0,6.0,506.0,506.0,506.0,370.0
2015.0,7.0,506.0,506.0,370.0,364.0
2015.0,8.0,506.0,370.0,364.0,264.0
2015.0,9.0,370.0,364.0,264.0,264.0
2015.0,10.0,364.0,264.0,264.0,264.0
2015.0,11.0,264.0,264.0,264.0,384.0
2015.0,12.0,264.0,264.0,384.0,120.0
2016.0,1.0,264.0,384.0,120.0,120.0
2016.0,2.0,384.0,120.0,120.0,120.0
2016.0,3.0,120.0,120.0,120.0,120.0
2016.0,4.0,120.0,120.0,120.0,182.0
2016.0,5.0,120.0,120.0,182.0,486.0
2016.0,6.0,120.0,182.0,486.0,486.0
2016.0,7.0,182.0,486.0,486.0,494.0
2016.0,8.0,486.0,486.0,494.0,534.0
2016.0,9.0,486.0,494.0,534.0,722.0
2016.0,10.0,494.0,534.0,722.0,794.0
2016.0,11.0,534.0,722.0,794.0,640.0
2016.0,12.0,722.0,794.0,640.0,748.0
2017.0,1.0,794.0,640.0,748.0,748.0
2018.0,2.0,920.0,772.0,906.0,504.0
2018.0,3.0,772.0,906.0,504.0,660.0
2018.0,4.0,906.0,504.0,660.0,416.0
2018.0,5.0,504.0,660.0,416.0,290.0
2018.0,6.0,660.0,416.0,290.0,372.0
2018.0,7.0,416.0,290.0,372.0,242.0
2018.0,8.0,290.0,372.0,242.0,442.0
2018.0,9.0,372.0,242.0,442.0,288.0
2018.0,10.0,242.0,442.0,288.0,42.0
2018.0,11.0,442.0,288.0,42.0,42.0
2018.0,12.0,288.0,42.0,42.0,42.0
2019.0,1.0,42.0,42.0,42.0,62.0
2019.0,2.0,42.0,42.0,62.0,30.0
2019.0,3.0,42.0,62.0,30.0,100.0
2015.0,4.0,490.0,590.0,450.0,350.0
2015.0,5.0,590.0,450.0,350.0,200.0
2015.0,6.0,450.0,350.0,200.0,370.0
2015.0,7.0,350.0,200.0,370.0,270.0
2015.0,8.0,200.0,370.0,270.0,270.0
2015.0,9.0,370.0,270.0,270.0,270.0
2015.0,10.0,270.0,270.0,270.0,370.0
2015.0,11.0,270.0,270.0,370.0,470.0
2015.0,12.0,270.0,370.0,470.0,300.0
2016.0,1.0,370.0,470.0,300.0,300.0
2016.0,2.0,470.0,300.0,300.0,214.0
2016.0,3.0,300.0,300.0,214.0,314.0
2016.0,4.0,300.0,214.0,314.0,214.0
2016.0,5.0,214.0,314.0,214.0,114.0
2016.0,6.0,314.0,214.0,114.0,232.0
2016.0,7.0,214.0,114.0,232.0,272.0
2016.0,8.0,114.0,232.0,272.0,318.0
2016.0,9.0,232.0,272.0,318.0,348.0
2016.0,10.0,272.0,318.0,348.0,348.0
2016.0,11.0,318.0,348.0,348.0,448.0
2016.0,12.0,348.0,348.0,448.0,430.0
2017.0,1.0,348.0,448.0,430.0,390.0
2017.0,2.0,448.0,430.0,390.0,330.0
2017.0,3.0,430.0,390.0,330.0,200.0
2017.0,4.0,390.0,330.0,200.0,300.0
2017.0,5.0,330.0,200.0,300.0,200.0
2017.0,6.0,200.0,300.0,200.0,100.0
2017.0,7.0,300.0,200.0,100.0,200.0
2017.0,8.0,200.0,100.0,200.0,200.0
2017.0,9.0,100.0,200.0,200.0,200.0
2017.0,10.0,200.0,200.0,200.0,100.0
2017.0,11.0,200.0,200.0,100.0,240.0
2017.0,12.0,200.0,100.0,240.0,240.0
2018.0,1.0,100.0,240.0,240.0,140.0
2018.0,2.0,240.0,240.0,140.0,240.0
2018.0,3.0,240.0,140.0,240.0,340.0
2018.0,4.0,140.0,240.0,340.0,370.0
2018.0,5.0,240.0,340.0,370.0,230.0
2018.0,6.0,340.0,370.0,230.0,330.0
2018.0,7.0,370.0,230.0,330.0,330.0
2018.0,8.0,230.0,330.0,330.0,230.0
2018.0,9.0,330.0,330.0,230.0,230.0
2015.0,4.0,50.0,50.0,50.0,460.0
2015.0,5.0,50.0,50.0,460.0,410.0
2015.0,6.0,50.0,460.0,410.0,410.0
2015.0,7.0,460.0,410.0,410.0,410.0
2015.0,8.0,410.0,410.0,410.0,410.0
2015.0,9.0,410.0,410.0,410.0,410.0
2017.0,4.0,40.0,40.0,40.0,40.0
2017.0,5.0,40.0,40.0,40.0,40.0
2017.0,6.0,40.0,40.0,40.0,40.0
2018.0,1.0,76.0,76.0,76.0,76.0
2018.0,2.0,76.0,76.0,76.0,76.0
2018.0,3.0,76.0,76.0,76.0,76.0
2015.0,8.0,156.0,156.0,156.0,226.0
2015.0,9.0,156.0,156.0,226.0,356.0
2015.0,10.0,156.0,226.0,356.0,200.0
2015.0,11.0,226.0,356.0,200.0,200.0
2015.0,12.0,356.0,200.0,200.0,200.0
2016.0,1.0,200.0,200.0,200.0,200.0
2016.0,2.0,200.0,200.0,200.0,130.0
2017.0,4.0,40.0,40.0,40.0,40.0
2017.0,5.0,40.0,40.0,40.0,40.0
2017.0,6.0,40.0,40.0,40.0,40.0
2017.0,11.0,100.0,100.0,100.0,100.0
2017.0,12.0,100.0,100.0,100.0,100.0
2018.0,1.0,100.0,100.0,100.0,258.0
2018.0,2.0,100.0,100.0,258.0,466.0
2018.0,3.0,100.0,258.0,466.0,966.0
2018.0,4.0,258.0,466.0,966.0,966.0
2018.0,5.0,466.0,966.0,966.0,966.0
2015.0,4.0,600.0,600.0,600.0,600.0
2015.0,5.0,600.0,600.0,600.0,600.0
2015.0,6.0,600.0,600.0,600.0,506.0
2015.0,7.0,600.0,600.0,506.0,536.0
2015.0,8.0,600.0,506.0,536.0,536.0
2015.0,9.0,506.0,536.0,536.0,536.0
2015.0,10.0,536.0,536.0,536.0,536.0
2015.0,11.0,536.0,536.0,536.0,536.0
2015.0,12.0,536.0,536.0,536.0,110.0
2016.0,1.0,536.0,536.0,110.0,80.0
2016.0,2.0,536.0,110.0,80.0,500.0
2017.0,9.0,400.0,400.0,400.0,400.0
2017.0,10.0,400.0,400.0,400.0,400.0
2017.0,11.0,400.0,400.0,400.0,400.0
2017.0,12.0,400.0,400.0,400.0,400.0
2018.0,1.0,400.0,400.0,400.0,400.0
2018.0,2.0,400.0,400.0,400.0,400.0
2018.0,3.0,400.0,400.0,400.0,400.0
2018.0,4.0,400.0,400.0,400.0,400.0
2018.0,5.0,400.0,400.0,400.0,400.0
2019.0,2.0,500.0,500.0,500.0,560.0
2019.0,3.0,500.0,500.0,560.0,560.0
2015.0,4.0,200.0,200.0,150.0,282.0
2015.0,5.0,200.0,150.0,282.0,282.0
2015.0,6.0,150.0,282.0,282.0,200.0
2015.0,7.0,282.0,282.0,200.0,200.0
2015.0,8.0,282.0,200.0,200.0,200.0
2015.0,9.0,200.0,200.0,200.0,200.0
2016.0,3.0,30.0,30.0,30.0,30.0
2016.0,4.0,30.0,30.0,30.0,30.0
2016.0,5.0,30.0,30.0,30.0,30.0
2017.0,1.0,44.0,44.0,44.0,44.0
2017.0,2.0,44.0,44.0,44.0,44.0
2017.0,3.0,44.0,44.0,44.0,44.0
2017.0,8.0,62.0,62.0,68.0,68.0
2017.0,9.0,62.0,68.0,68.0,128.0
2017.0,10.0,68.0,68.0,128.0,128.0
2017.0,11.0,68.0,128.0,128.0,66.0
2017.0,12.0,128.0,128.0,66.0,84.0
2018.0,1.0,128.0,66.0,84.0,128.0
2018.0,2.0,66.0,84.0,128.0,128.0
2018.0,3.0,84.0,128.0,128.0,118.0
2018.0,4.0,128.0,128.0,118.0,118.0
2018.0,5.0,128.0,118.0,118.0,118.0
2018.0,6.0,118.0,118.0,118.0,100.0
2018.0,7.0,118.0,118.0,100.0,50.0
2018.0,8.0,118.0,100.0,50.0,80.0
2018.0,9.0,100.0,50.0,80.0,40.0
2018.0,10.0,50.0,80.0,40.0,62.0
2018.0,11.0,80.0,40.0,62.0,62.0
2018.0,12.0,40.0,62.0,62.0,62.0
2015.0,7.0,32.0,30.0,20.0,20.0
2017.0,10.0,500.0,500.0,500.0,500.0
2019.0,1.0,90.0,90.0,90.0,90.0
2015.0,4.0,902.0,902.0,902.0,902.0
2015.0,11.0,200.0,300.0,300.0,650.0
2015.0,12.0,300.0,300.0,650.0,650.0
2016.0,1.0,300.0,650.0,650.0,980.0
2016.0,2.0,650.0,650.0,980.0,780.0
2016.0,3.0,650.0,980.0,780.0,680.0
2016.0,4.0,980.0,780.0,680.0,680.0
2016.0,5.0,780.0,680.0,680.0,330.0
2016.0,6.0,680.0,680.0,330.0,330.0
2017.0,8.0,14.0,84.0,84.0,584.0
2017.0,9.0,84.0,84.0,584.0,634.0
2017.0,10.0,84.0,584.0,634.0,634.0
2017.0,11.0,584.0,634.0,634.0,680.0
2017.0,12.0,634.0,634.0,680.0,610.0
2018.0,1.0,634.0,680.0,610.0,648.0
2018.0,2.0,680.0,610.0,648.0,208.0
2018.0,3.0,610.0,648.0,208.0,238.0
2018.0,4.0,648.0,208.0,238.0,238.0
2018.0,5.0,208.0,238.0,238.0,258.0
2018.0,6.0,238.0,238.0,258.0,258.0
2018.0,7.0,238.0,258.0,258.0,710.0
2018.0,8.0,258.0,258.0,710.0,650.0
2018.0,9.0,258.0,710.0,650.0,720.0
2015.0,5.0,198.0,182.0,278.0,814.0
2015.0,6.0,182.0,278.0,814.0,734.0
2015.0,7.0,278.0,814.0,734.0,834.0
2015.0,8.0,814.0,734.0,834.0,992.0
2015.0,9.0,734.0,834.0,992.0,992.0
2015.0,10.0,834.0,992.0,992.0,836.0
2015.0,11.0,992.0,992.0,836.0,300.0
2015.0,12.0,992.0,836.0,300.0,300.0
2016.0,1.0,836.0,300.0,300.0,200.0
2017.0,2.0,98.0,98.0,98.0,98.0
2017.0,3.0,98.0,98.0,98.0,288.0
2017.0,4.0,98.0,98.0,288.0,288.0
2017.0,5.0,98.0,288.0,288.0,234.0
2017.0,6.0,288.0,288.0,234.0,234.0
2017.0,7.0,288.0,234.0,234.0,234.0
2017.0,8.0,234.0,234.0,234.0,394.0
2017.0,9.0,234.0,234.0,394.0,204.0
2017.0,10.0,234.0,394.0,204.0,204.0
2017.0,11.0,394.0,204.0,204.0,160.0
2017.0,12.0,204.0,204.0,160.0,160.0
2018.0,1.0,204.0,160.0,160.0,160.0
2018.0,6.0,450.0,450.0,450.0,450.0
2018.0,7.0,450.0,450.0,450.0,450.0
2018.0,8.0,450.0,450.0,450.0,650.0
2018.0,9.0,450.0,450.0,650.0,200.0
2019.0,2.0,400.0,400.0,400.0,400.0
2019.0,3.0,400.0,400.0,400.0,930.0
2015.0,5.0,76.0,306.0,306.0,306.0
2015.0,6.0,306.0,306.0,306.0,306.0
2015.0,7.0,306.0,306.0,306.0,306.0
2015.0,8.0,306.0,306.0,306.0,230.0
2016.0,5.0,450.0,450.0,450.0,450.0
2016.0,6.0,450.0,450.0,450.0,450.0
2016.0,7.0,450.0,450.0,450.0,450.0
2017.0,5.0,250.0,250.0,250.0,250.0
2017.0,6.0,250.0,250.0,250.0,250.0
2017.0,7.0,250.0,250.0,250.0,250.0
2017.0,12.0,250.0,250.0,250.0,250.0
2018.0,1.0,250.0,250.0,250.0,250.0
2018.0,2.0,250.0,250.0,250.0,250.0
2017.0,9.0,400.0,400.0,400.0,400.0
2017.0,10.0,400.0,400.0,400.0,600.0
2018.0,8.0,800.0,800.0,800.0,800.0
2019.0,1.0,126.0,100.0,100.0,100.0
2019.0,2.0,100.0,100.0,100.0,100.0
2019.0,3.0,100.0,100.0,100.0,100.0
2017.0,4.0,106.0,206.0,100.0,100.0
2017.0,5.0,206.0,100.0,100.0,100.0
2017.0,6.0,100.0,100.0,100.0,320.0
2017.0,7.0,100.0,100.0,320.0,320.0
2017.0,8.0,100.0,320.0,320.0,220.0
2017.0,9.0,320.0,320.0,220.0,220.0
2017.0,10.0,320.0,220.0,220.0,220.0
2017.0,11.0,220.0,220.0,220.0,220.0
2017.0,12.0,220.0,220.0,220.0,158.0
2018.0,1.0,220.0,220.0,158.0,158.0
2018.0,2.0,220.0,158.0,158.0,158.0
2018.0,3.0,158.0,158.0,158.0,158.0
2018.0,4.0,158.0,158.0,158.0,158.0
2018.0,5.0,158.0,158.0,158.0,268.0
2018.0,6.0,158.0,158.0,268.0,110.0
2018.0,7.0,158.0,268.0,110.0,110.0
2018.0,8.0,268.0,110.0,110.0,410.0
2018.0,9.0,110.0,110.0,410.0,410.0
2018.0,10.0,110.0,410.0,410.0,144.0
2018.0,11.0,410.0,410.0,144.0,140.0
2018.0,12.0,410.0,144.0,140.0,140.0
2019.0,1.0,144.0,140.0,140.0,140.0
2019.0,2.0,140.0,140.0,140.0,220.0
2019.0,3.0,140.0,140.0,220.0,100.0
2016.0,3.0,212.0,212.0,212.0,212.0
2016.0,4.0,212.0,212.0,212.0,212.0
2016.0,5.0,212.0,212.0,212.0,212.0
2017.0,11.0,50.0,50.0,50.0,130.0
2017.0,12.0,50.0,50.0,130.0,130.0
2018.0,1.0,50.0,130.0,130.0,130.0
2018.0,2.0,130.0,130.0,130.0,80.0
2018.0,3.0,130.0,130.0,80.0,80.0
2018.0,4.0,130.0,80.0,80.0,80.0
2019.0,1.0,202.0,202.0,202.0,202.0
2019.0,2.0,202.0,202.0,202.0,202.0
2015.0,7.0,650.0,150.0,150.0,100.0
2015.0,8.0,150.0,150.0,100.0,298.0
2015.0,9.0,150.0,100.0,298.0,400.0
2015.0,10.0,100.0,298.0,400.0,400.0
2015.0,11.0,298.0,400.0,400.0,400.0
2015.0,12.0,400.0,400.0,400.0,450.0
2016.0,1.0,400.0,400.0,450.0,450.0
2016.0,2.0,400.0,450.0,450.0,152.0
2016.0,3.0,450.0,450.0,152.0,100.0
2016.0,4.0,450.0,152.0,100.0,100.0
2016.0,5.0,152.0,100.0,100.0,100.0
2016.0,6.0,100.0,100.0,100.0,70.0
2016.0,7.0,100.0,100.0,70.0,190.0
2016.0,8.0,100.0,70.0,190.0,242.0
2016.0,9.0,70.0,190.0,242.0,442.0
2016.0,10.0,190.0,242.0,442.0,462.0
2016.0,11.0,242.0,442.0,462.0,462.0
2016.0,12.0,442.0,462.0,462.0,442.0
2017.0,1.0,462.0,462.0,442.0,622.0
2017.0,2.0,462.0,442.0,622.0,570.0
2018.0,4.0,802.0,502.0,542.0,688.0
2018.0,5.0,502.0,542.0,688.0,708.0
2018.0,6.0,542.0,688.0,708.0,688.0
2018.0,7.0,688.0,708.0,688.0,694.0
2019.0,1.0,104.0,104.0,104.0,604.0
2019.0,2.0,104.0,104.0,604.0,604.0
2019.0,3.0,104.0,604.0,604.0,500.0
2015.0,6.0,148.0,148.0,148.0,56.0
2015.0,7.0,148.0,148.0,56.0,56.0
2015.0,8.0,148.0,56.0,56.0,56.0
2015.0,9.0,56.0,56.0,56.0,56.0
2015.0,10.0,56.0,56.0,56.0,56.0
2015.0,11.0,56.0,56.0,56.0,56.0
2016.0,8.0,66.0,66.0,66.0,206.0
2016.0,9.0,66.0,66.0,206.0,206.0
2016.0,10.0,66.0,206.0,206.0,206.0
2016.0,11.0,206.0,206.0,206.0,220.0
2016.0,12.0,206.0,206.0,220.0,220.0
2017.0,1.0,206.0,220.0,220.0,220.0
2017.0,2.0,220.0,220.0,220.0,80.0
2017.0,3.0,220.0,220.0,80.0,80.0
2017.0,4.0,220.0,80.0,80.0,80.0
2017.0,5.0,80.0,80.0,80.0,260.0
2017.0,6.0,80.0,80.0,260.0,260.0
2017.0,7.0,80.0,260.0,260.0,260.0
2017.0,8.0,260.0,260.0,260.0,260.0
2017.0,9.0,260.0,260.0,260.0,260.0
2017.0,10.0,260.0,260.0,260.0,260.0
2018.0,5.0,64.0,64.0,64.0,64.0
2018.0,6.0,64.0,64.0,64.0,142.0
2018.0,7.0,64.0,64.0,142.0,270.0
2017.0,4.0,56.0,56.0,56.0,56.0
2017.0,5.0,56.0,56.0,56.0,106.0
2017.0,6.0,56.0,56.0,106.0,106.0
2017.0,7.0,56.0,106.0,106.0,50.0
2017.0,8.0,106.0,106.0,50.0,50.0
2017.0,9.0,106.0,50.0,50.0,50.0
2017.0,10.0,50.0,50.0,50.0,50.0
2018.0,9.0,102.0,102.0,102.0,102.0
2018.0,10.0,102.0,102.0,102.0,600.0
2018.0,11.0,102.0,102.0,600.0,200.0
2018.0,12.0,102.0,600.0,200.0,200.0
2019.0,1.0,600.0,200.0,200.0,200.0
2019.0,2.0,200.0,200.0,200.0,400.0
2016.0,4.0,380.0,380.0,380.0,380.0
2016.0,5.0,380.0,380.0,380.0,380.0
2016.0,6.0,380.0,380.0,380.0,380.0
2017.0,1.0,300.0,300.0,300.0,300.0
2017.0,2.0,300.0,300.0,300.0,300.0
2017.0,3.0,300.0,300.0,300.0,300.0
2017.0,8.0,500.0,500.0,500.0,500.0
2017.0,9.0,500.0,500.0,500.0,500.0
2017.0,10.0,500.0,500.0,500.0,500.0
2018.0,3.0,186.0,186.0,186.0,186.0
2018.0,4.0,186.0,186.0,186.0,232.0
2018.0,5.0,186.0,186.0,232.0,232.0
2018.0,6.0,186.0,232.0,232.0,508.0
2018.0,7.0,232.0,232.0,508.0,508.0
2018.0,8.0,232.0,508.0,508.0,508.0
2018.0,9.0,508.0,508.0,508.0,528.0
2018.0,10.0,508.0,508.0,528.0,100.0
2018.0,11.0,508.0,528.0,100.0,100.0
2018.0,12.0,528.0,100.0,100.0,100.0
2019.0,1.0,100.0,100.0,100.0,90.0
2019.0,2.0,100.0,100.0,90.0,140.0
2019.0,3.0,100.0,90.0,140.0,50.0
2016.0,11.0,200.0,200.0,200.0,200.0
2016.0,12.0,200.0,200.0,200.0,200.0
2017.0,1.0,200.0,200.0,200.0,200.0
2018.0,10.0,194.0,194.0,502.0,258.0
2018.0,11.0,194.0,502.0,258.0,308.0
2018.0,12.0,502.0,258.0,308.0,308.0
2019.0,1.0,258.0,308.0,308.0,308.0
2019.0,2.0,308.0,308.0,308.0,308.0
2019.0,3.0,308.0,308.0,308.0,50.0
2016.0,9.0,200.0,200.0,200.0,200.0
2016.0,10.0,200.0,200.0,200.0,400.0
2016.0,11.0,200.0,200.0,400.0,400.0
2016.0,12.0,200.0,400.0,400.0,200.0
2017.0,1.0,400.0,400.0,200.0,200.0
2017.0,2.0,400.0,200.0,200.0,200.0
2017.0,3.0,200.0,200.0,200.0,200.0
2017.0,11.0,138.0,238.0,238.0,300.0
2017.0,12.0,238.0,238.0,300.0,300.0
2018.0,1.0,238.0,300.0,300.0,300.0
2018.0,2.0,300.0,300.0,300.0,188.0
2018.0,3.0,300.0,300.0,188.0,122.0
2018.0,4.0,300.0,188.0,122.0,372.0
2018.0,5.0,188.0,122.0,372.0,310.0
2018.0,6.0,122.0,372.0,310.0,410.0
2018.0,7.0,372.0,310.0,410.0,410.0
2018.0,8.0,310.0,410.0,410.0,384.0
2018.0,9.0,410.0,410.0,384.0,550.0
2018.0,10.0,410.0,384.0,550.0,184.0
2018.0,11.0,384.0,550.0,184.0,184.0
2018.0,12.0,550.0,184.0,184.0,384.0
2019.0,1.0,184.0,184.0,384.0,338.0
2019.0,2.0,184.0,384.0,338.0,338.0
2019.0,3.0,384.0,338.0,338.0,514.0
2018.0,7.0,100.0,100.0,100.0,100.0
2018.0,8.0,100.0,100.0,100.0,100.0
2018.0,9.0,100.0,100.0,100.0,200.0
2018.0,10.0,100.0,100.0,200.0,700.0
2018.0,11.0,100.0,200.0,700.0,700.0
2018.0,12.0,200.0,700.0,700.0,966.0
2019.0,1.0,700.0,700.0,966.0,816.0
2019.0,2.0,700.0,966.0,816.0,816.0
2019.0,3.0,966.0,816.0,816.0,266.0
2015.0,9.0,20.0,20.0,122.0,124.0
2015.0,10.0,20.0,122.0,124.0,126.0
2015.0,11.0,122.0,124.0,126.0,126.0
2015.0,12.0,124.0,126.0,126.0,106.0
2016.0,1.0,126.0,126.0,106.0,106.0
2016.0,2.0,126.0,106.0,106.0,66.0
2016.0,3.0,106.0,106.0,66.0,64.0
2016.0,4.0,106.0,66.0,64.0,82.0
2016.0,5.0,66.0,64.0,82.0,82.0
2016.0,6.0,64.0,82.0,82.0,82.0
2016.0,7.0,82.0,82.0,82.0,82.0
2016.0,8.0,82.0,82.0,82.0,20.0
2016.0,9.0,82.0,82.0,20.0,20.0
2016.0,10.0,82.0,20.0,20.0,200.0
2016.0,11.0,20.0,20.0,200.0,250.0
2016.0,12.0,20.0,200.0,250.0,308.0
2017.0,1.0,200.0,250.0,308.0,388.0
2017.0,2.0,250.0,308.0,388.0,388.0
2017.0,3.0,308.0,388.0,388.0,388.0
2017.0,4.0,388.0,388.0,388.0,302.0
2017.0,5.0,388.0,388.0,302.0,252.0
2017.0,6.0,388.0,302.0,252.0,194.0
2017.0,7.0,302.0,252.0,194.0,164.0
2017.0,8.0,252.0,194.0,164.0,164.0
2017.0,9.0,194.0,164.0,164.0,634.0
2018.0,9.0,812.0,728.0,700.0,420.0
2018.0,10.0,728.0,700.0,420.0,650.0
2018.0,11.0,700.0,420.0,650.0,550.0
2018.0,12.0,420.0,650.0,550.0,550.0
2019.0,1.0,650.0,550.0,550.0,650.0
2019.0,2.0,550.0,550.0,650.0,550.0
2019.0,3.0,550.0,650.0,550.0,550.0
2018.0,4.0,38.0,38.0,38.0,38.0
2018.0,5.0,38.0,38.0,38.0,118.0
2018.0,6.0,38.0,38.0,118.0,118.0
2018.0,7.0,38.0,118.0,118.0,80.0
2018.0,8.0,118.0,118.0,80.0,80.0
2018.0,9.0,118.0,80.0,80.0,80.0
2016.0,4.0,100.0,100.0,100.0,100.0
2016.0,5.0,100.0,100.0,100.0,100.0
2016.0,6.0,100.0,100.0,100.0,100.0
2018.0,5.0,40.0,200.0,200.0,200.0
2018.0,6.0,200.0,200.0,200.0,200.0
2018.0,7.0,200.0,200.0,200.0,200.0
2018.0,8.0,200.0,200.0,200.0,160.0
2018.0,9.0,200.0,200.0,160.0,10.0
2016.0,4.0,500.0,500.0,500.0,500.0
2016.0,5.0,500.0,500.0,500.0,500.0
2016.0,6.0,500.0,500.0,500.0,500.0
2016.0,11.0,60.0,60.0,706.0,706.0
2016.0,12.0,60.0,706.0,706.0,706.0
2017.0,1.0,706.0,706.0,706.0,706.0
2017.0,2.0,706.0,706.0,706.0,646.0
2017.0,3.0,706.0,706.0,646.0,646.0
2017.0,8.0,100.0,100.0,100.0,350.0
2017.0,9.0,100.0,100.0,350.0,350.0
2017.0,10.0,100.0,350.0,350.0,350.0
2017.0,11.0,350.0,350.0,350.0,250.0
2017.0,12.0,350.0,350.0,250.0,250.0
2018.0,1.0,350.0,250.0,250.0,902.0
2018.0,2.0,250.0,250.0,902.0,652.0
2019.0,1.0,350.0,350.0,350.0,200.0
2015.0,5.0,500.0,500.0,500.0,500.0
2018.0,3.0,406.0,406.0,406.0,406.0
